Name,Model,Company,Year,Fuel Type,KM Driven,Transmission Type,Price,Location
Toyota URBAN CRUISER PREMIUM GRADE MT DUAL TONE,URBAN CRUISER PREMIUM GRADE MT DUAL TONE,Toyota,2021,Petrol,"14,232",Manual,₹9.68 Lakh,Bangalore
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2013,Petrol,"66,823",Manual,₹2.86 Lakh,Bangalore
Maruti Ertiga ZDI SHVS,Ertiga ZDI SHVS,Maruti,2017,Diesel,"1,08,489",Manual,₹8.43 Lakh,Bangalore
Hyundai Santro Xing GLS PLUS AUDIO,Santro Xing GLS PLUS AUDIO,Hyundai,2014,Petrol,"74,647",Manual,₹2.74 Lakh,Bangalore
Hyundai NEW SANTRO SPORTZ AMT,NEW SANTRO SPORTZ AMT,Hyundai,2019,Petrol,"20,560",Automatic,₹5.46 Lakh,Bangalore
Ford Ecosport TITANIUM 1.5L PETROL,Ecosport TITANIUM 1.5L PETROL,Ford,2018,Petrol,"48,498",Manual,₹7.60 Lakh,Bangalore
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2016,Petrol,"56,956",Manual,₹6.07 Lakh,Bangalore
Nissan MAGNITE XV DUAL TONE,MAGNITE XV DUAL TONE,Nissan,2021,Petrol,"9,840",Manual,₹7.83 Lakh,Bangalore
Mahindra Bolero ZLX BS IV,Bolero ZLX BS IV,Mahindra,2016,Diesel,"1,39,583",Manual,₹5.54 Lakh,Bangalore
Tata ALTROZ XZ I-TURBO PETROL,ALTROZ XZ I-TURBO PETROL,Tata,2022,Petrol,"19,400",Manual,₹8.10 Lakh,Bangalore
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2015,Petrol,"32,237",Manual,₹4.14 Lakh,Bangalore
Tata Tiago XZA PLUS DUAL TONE PETROL,Tiago XZA PLUS DUAL TONE PETROL,Tata,2020,Petrol,"26,526",Automatic,₹6.28 Lakh,Bangalore
Mahindra KUV 100 NXT K6+ P 6 STR,KUV 100 NXT K6+ P 6 STR,Mahindra,2018,Petrol,"5,291",Manual,₹5.36 Lakh,Bangalore
Maruti Dzire VXI AMT,Dzire VXI AMT,Maruti,2017,Petrol,"57,398",Automatic,₹5.66 Lakh,Bangalore
Hyundai Elite i20 ASTA 1.2 (O),Elite i20 ASTA 1.2 (O),Hyundai,2018,Petrol,"50,068",Manual,₹6.92 Lakh,Bangalore
Maruti Dzire ZDI PLUS,Dzire ZDI PLUS,Maruti,2017,Diesel,"1,21,318",Manual,₹6.46 Lakh,Bangalore
Hyundai i20 ASTA 1.2,i20 ASTA 1.2,Hyundai,2013,Petrol,"78,316",Manual,₹4.08 Lakh,Bangalore
Maruti Swift ZDI,Swift ZDI,Maruti,2014,Diesel,"1,09,999",Manual,₹5.19 Lakh,Bangalore
Renault Kwid RXT 0.8,Kwid RXT 0.8,Renault,2015,Petrol,"44,512",Manual,₹3.07 Lakh,Bangalore
Hyundai i10 SPORTZ 1.1,i10 SPORTZ 1.1,Hyundai,2016,Petrol,"16,798",Manual,₹4.16 Lakh,Bangalore
Hyundai Santro Xing GL PLUS,Santro Xing GL PLUS,Hyundai,2014,Petrol,"69,029",Manual,₹2.52 Lakh,Bangalore
Honda Civic 1.8L I-VTEC ZX CVT,Civic 1.8L I-VTEC ZX CVT,Honda,2019,Petrol,"28,069",Automatic,₹17.91 Lakh,Bangalore
Honda City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Honda,2018,Petrol,"38,673",Manual,₹8.91 Lakh,Bangalore
Tata Tiago XZ PLUS DUAL TONE PETROL,Tiago XZ PLUS DUAL TONE PETROL,Tata,2020,Petrol,"25,101",Manual,₹5.68 Lakh,Bangalore
Maruti Swift ZXI PLUS,Swift ZXI PLUS,Maruti,2019,Petrol,"25,462",Manual,₹7.28 Lakh,Bangalore
Jeep Compass LONGITUDE PLUS 1.4 PETROL AT,Compass LONGITUDE PLUS 1.4 PETROL AT,Jeep,2020,Petrol,"55,863",Automatic,₹13.62 Lakh,Bangalore
Maruti Ertiga VXI AT,Ertiga VXI AT,Maruti,2017,Petrol,"88,211",Automatic,₹7.18 Lakh,Bangalore
Tata NEXON XZA PLUS DIESEL,NEXON XZA PLUS DIESEL,Tata,2018,Diesel,"63,671",Automatic,₹8.72 Lakh,Bangalore
Honda City 1.5L I-VTEC S MT,City 1.5L I-VTEC S MT,Honda,2012,Petrol,"1,01,853",Manual,₹3.74 Lakh,Bangalore
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2017,Petrol,"96,375",Manual,₹4.36 Lakh,Bangalore
Ford Ecosport TITANIUM 1.5L PETROL,Ecosport TITANIUM 1.5L PETROL,Ford,2016,Petrol,"1,06,057",Manual,₹5.02 Lakh,Bangalore
Maruti Swift VXI AMT,Swift VXI AMT,Maruti,2023,Petrol,"13,994",Automatic,₹7.63 Lakh,Bangalore
Mahindra XUV500 W6,XUV500 W6,Mahindra,2014,Diesel,"93,087",Manual,₹7.57 Lakh,Bangalore
Nissan MAGNITE XV TURBO CVT DUAL TONE,MAGNITE XV TURBO CVT DUAL TONE,Nissan,2022,Petrol,"5,275",Automatic,₹9.18 Lakh,Bangalore
Maruti Vitara Brezza VDI (O),Vitara Brezza VDI (O),Maruti,2016,Diesel,"58,038",Manual,₹7.97 Lakh,Bangalore
Maruti Ciaz VXI+,Ciaz VXI+,Maruti,2015,Petrol,"95,738",Manual,₹5.17 Lakh,Bangalore
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2013,Petrol,"70,963",Manual,₹4.35 Lakh,Bangalore
Honda Amaze 1.2L I-VTEC VX,Amaze 1.2L I-VTEC VX,Honda,2013,Petrol,"43,884",Manual,₹3.91 Lakh,Bangalore
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2014,Petrol,"76,725",Manual,₹3.84 Lakh,Bangalore
Volkswagen Vento HIGHLINE 1.0L TSI AT,Vento HIGHLINE 1.0L TSI AT,Volkswagen,2020,Petrol,"20,510",Automatic,₹10.86 Lakh,Bangalore
Maruti Dzire VXI AMT,Dzire VXI AMT,Maruti,2017,Petrol,"48,051",Automatic,₹5.41 Lakh,Bangalore
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2015,Petrol,"77,640",Manual,₹3.59 Lakh,Bangalore
Renault Kwid CLIMBER 1.0,Kwid CLIMBER 1.0,Renault,2019,Petrol,"27,220",Manual,₹3.88 Lakh,Bangalore
MG HECTOR PLUS SHARP 1.5 PETROL TURBO HYBRID MT 6-STR,HECTOR PLUS SHARP 1.5 PETROL TURBO HYBRID MT 6-STR,MG,2022,Petrol,"37,636",Manual,₹16.66 Lakh,Bangalore
Renault Duster RXZ 1.5 PETROL MT,Duster RXZ 1.5 PETROL MT,Renault,2021,Petrol,"18,262",Manual,₹9.26 Lakh,Bangalore
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2018,Petrol,"1,17,675",Manual,₹4.96 Lakh,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2021,Petrol,"10,637",Manual,₹6.93 Lakh,Bangalore
Renault Duster RXL 1.6 PETROL,Duster RXL 1.6 PETROL,Renault,2017,Petrol,"48,000",Manual,₹6.25 Lakh,Bangalore
Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Hyundai,2020,Petrol,"17,285",Automatic,₹6.76 Lakh,Bangalore
Maruti Alto K10 VXI PLUS,Alto K10 VXI PLUS,Maruti,2023,Petrol,"8,882",Manual,₹5.15 Lakh,Bangalore
Mahindra TUV300 T8,TUV300 T8,Mahindra,2016,Diesel,"98,798",Manual,₹6.20 Lakh,Bangalore
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2022,Petrol,"9,254",Manual,₹7.63 Lakh,Bangalore
KIA SONET HTK PLUS 1.2,SONET HTK PLUS 1.2,KIA,2022,Petrol,"14,811",Manual,₹9.51 Lakh,Bangalore
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2014,Petrol,"1,00,458",Manual,₹4.17 Lakh,Bangalore
Maruti Ciaz ZXI+ AT,Ciaz ZXI+ AT,Maruti,2017,Petrol,"73,371",Automatic,₹6.61 Lakh,Bangalore
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2017,Petrol,"75,431",Manual,₹5.86 Lakh,Bangalore
Mahindra XUV500 W11 AT,XUV500 W11 AT,Mahindra,2018,Diesel,"60,820",Automatic,₹15.21 Lakh,Bangalore
Maruti Ritz VXI,Ritz VXI,Maruti,2013,Petrol,"73,335",Manual,₹3.68 Lakh,Bangalore
Maruti Swift ZXI,Swift ZXI,Maruti,2014,Petrol,"56,168",Manual,₹5.16 Lakh,Bangalore
Honda Brio S MT,Brio S MT,Honda,2016,Petrol,"53,924",Manual,₹3.86 Lakh,Bangalore
Renault Kwid RXT 1.0 AMT,Kwid RXT 1.0 AMT,Renault,2018,Petrol,"29,224",Automatic,₹3.77 Lakh,Bangalore
Honda City 1.5L I-VTEC V AT,City 1.5L I-VTEC V AT,Honda,2012,Petrol,"1,10,307",Automatic,₹4.06 Lakh,Bangalore
Renault TRIBER RXZ,TRIBER RXZ,Renault,2020,Petrol,"41,840",Manual,₹6.11 Lakh,Bangalore
Hyundai AURA SX PLUS 1.2 AMT,AURA SX PLUS 1.2 AMT,Hyundai,2020,Petrol,"74,849",Automatic,₹6.37 Lakh,Bangalore
Maruti Swift ZXI AMT,Swift ZXI AMT,Maruti,2018,Petrol,"54,397",Automatic,₹6.65 Lakh,Bangalore
Tata Tiago XZ PETROL,Tiago XZ PETROL,Tata,2021,Petrol,"26,041",Manual,₹6.33 Lakh,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2014,Petrol,"95,421",Manual,₹4.20 Lakh,Bangalore
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2011,Petrol,"38,782",Manual,₹2.66 Lakh,Bangalore
Hyundai Elite i20 SPORTZ PLUS 1.2,Elite i20 SPORTZ PLUS 1.2,Hyundai,2019,Petrol,"39,915",Manual,₹7.01 Lakh,Bangalore
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2014,Petrol,"61,511",Manual,₹4.21 Lakh,Bangalore
Hyundai Creta SX PLUS 1.6 PETROL,Creta SX PLUS 1.6 PETROL,Hyundai,2017,Petrol,"61,235",Manual,₹9.03 Lakh,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2014,Petrol,"71,516",Manual,₹4.78 Lakh,Bangalore
Skoda KUSHAQ AMBITION 1.0L TSI AT,KUSHAQ AMBITION 1.0L TSI AT,Skoda,2021,Petrol,"17,310",Automatic,₹13.66 Lakh,Bangalore
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2013,Petrol,"98,155",Manual,₹4.37 Lakh,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2016,Petrol,"44,499",Manual,₹5.12 Lakh,Bangalore
Nissan Terrano XL (P),Terrano XL (P),Nissan,2016,Petrol,"93,598",Manual,₹5.66 Lakh,Bangalore
Tata NEXON XZA PLUS PETROL,NEXON XZA PLUS PETROL,Tata,2020,Petrol,"40,443",Automatic,₹8.90 Lakh,Bangalore
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2015,Petrol,"29,628",Automatic,₹4.14 Lakh,Bangalore
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2017,Petrol,"28,474",Manual,₹5.03 Lakh,Bangalore
Honda Amaze 1.2L I-VTEC VX CVT,Amaze 1.2L I-VTEC VX CVT,Honda,2019,Petrol,"41,243",Automatic,₹7.19 Lakh,Bangalore
Tata NEXON XZA PLUS DIESEL,NEXON XZA PLUS DIESEL,Tata,2018,Diesel,"34,059",Automatic,₹9.77 Lakh,Bangalore
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2017,Petrol,"45,003",Manual,₹5.00 Lakh,Bangalore
Hyundai i10 MAGNA 1.2,i10 MAGNA 1.2,Hyundai,2011,Petrol,"72,455",Manual,₹2.71 Lakh,Bangalore
Hyundai i10 ERA 1.1,i10 ERA 1.1,Hyundai,2012,Petrol,"56,699",Manual,₹2.69 Lakh,Bangalore
Maruti S PRESSO VXI PLUS AMT,S PRESSO VXI PLUS AMT,Maruti,2020,Petrol,"24,864",Automatic,₹4.79 Lakh,Bangalore
Hyundai Grand i10 MAGNA 1.1 CRDI,Grand i10 MAGNA 1.1 CRDI,Hyundai,2014,Diesel,"54,106",Manual,₹4.58 Lakh,Bangalore
Maruti Baleno ZETA CVT PETROL 1.2,Baleno ZETA CVT PETROL 1.2,Maruti,2021,Petrol,"29,413",Automatic,₹8.63 Lakh,Bangalore
Maruti Ciaz VDI (O) SHVS,Ciaz VDI (O) SHVS,Maruti,2015,Diesel,"87,856",Manual,₹6.00 Lakh,Bangalore
Hyundai i10 ASTA 1.2,i10 ASTA 1.2,Hyundai,2013,Petrol,"61,285",Manual,₹4.11 Lakh,Bangalore
Hyundai Xcent SX AT 1.2 (O),Xcent SX AT 1.2 (O),Hyundai,2014,Petrol,"96,431",Automatic,₹4.22 Lakh,Bangalore
Renault Duster 110 PS RXZ DIESEL PLUS,Duster 110 PS RXZ DIESEL PLUS,Renault,2015,Diesel,"1,05,373",Manual,₹6.39 Lakh,Bangalore
Maruti Swift Dzire VDI,Swift Dzire VDI,Maruti,2012,Diesel,"69,502",Manual,₹3.77 Lakh,Bangalore
Honda Brio S MT,Brio S MT,Honda,2012,Petrol,"74,427",Manual,₹3.02 Lakh,Bangalore
Maruti Baleno ALPHA PETROL 1.2,Baleno ALPHA PETROL 1.2,Maruti,2018,Petrol,"26,449",Manual,₹7.08 Lakh,Bangalore
Honda Jazz 1.2L I-VTEC V AT,Jazz 1.2L I-VTEC V AT,Honda,2016,Petrol,"74,069",Automatic,₹5.54 Lakh,Bangalore
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2016,Petrol,"29,641",Manual,₹6.28 Lakh,Bangalore
Maruti Alto K10 VXI (O) AMT,Alto K10 VXI (O) AMT,Maruti,2016,Petrol,"15,385",Automatic,₹4.16 Lakh,Bangalore
Maruti S PRESSO VXI+,S PRESSO VXI+,Maruti,2020,Petrol,"21,196",Manual,₹4.36 Lakh,Bangalore
Hyundai Verna 1.6 VTVT SX (O) AT,Verna 1.6 VTVT SX (O) AT,Hyundai,2018,Petrol,"19,792",Automatic,₹9.94 Lakh,Bangalore
Renault Duster RXS CVT,Duster RXS CVT,Renault,2018,Petrol,"69,110",Automatic,₹7.66 Lakh,Bangalore
Honda City 1.5L I-VTEC SV,City 1.5L I-VTEC SV,Honda,2014,Petrol,"55,894",Manual,₹5.47 Lakh,Bangalore
Hyundai Xcent S (O) 1.2,Xcent S (O) 1.2,Hyundai,2015,Petrol,"88,423",Manual,₹3.95 Lakh,Bangalore
Maruti Dzire VXI AMT,Dzire VXI AMT,Maruti,2017,Petrol,"29,486",Automatic,₹6.25 Lakh,Bangalore
Maruti Swift ZXI,Swift ZXI,Maruti,2012,Petrol,"1,05,772",Manual,₹3.88 Lakh,Bangalore
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2014,Petrol,"82,065",Manual,₹3.76 Lakh,Bangalore
Mahindra TUV300 T8,TUV300 T8,Mahindra,2017,Diesel,"32,940",Manual,₹8.06 Lakh,Bangalore
Renault Duster 85 PS RXL DIESEL,Duster 85 PS RXL DIESEL,Renault,2013,Diesel,"88,309",Manual,₹4.32 Lakh,Bangalore
Honda City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Honda,2018,Petrol,"70,183",Manual,₹7.99 Lakh,Bangalore
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2019,Petrol,"14,199",Manual,₹4.83 Lakh,Bangalore
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2011,Petrol,"61,266",Manual,₹3.55 Lakh,Bangalore
Maruti S PRESSO VXI+,S PRESSO VXI+,Maruti,2020,Petrol,"31,237",Manual,₹4.28 Lakh,Bangalore
Honda WR-V 1.5L I-DTEC VX MT,WR-V 1.5L I-DTEC VX MT,Honda,2018,Diesel,"84,652",Manual,₹7.40 Lakh,Bangalore
Volkswagen Vento HIGHLINE PETROL AT,Vento HIGHLINE PETROL AT,Volkswagen,2015,Petrol,"68,669",Automatic,₹6.12 Lakh,Bangalore
Maruti Ertiga VXI SHVS,Ertiga VXI SHVS,Maruti,2022,Petrol,"9,884",Manual,₹10.33 Lakh,Bangalore
Maruti Celerio VXI,Celerio VXI,Maruti,2015,Petrol,"13,855",Manual,₹4.15 Lakh,Bangalore
Hyundai Xcent E+,Xcent E+,Hyundai,2018,Petrol,"73,536",Manual,₹4.56 Lakh,Bangalore
Maruti Eeco 5 STR WITH A/C+HTR,Eeco 5 STR WITH A/C+HTR,Maruti,2018,Petrol,"66,374",Manual,₹4.45 Lakh,Bangalore
Mahindra XUV500 W11,XUV500 W11,Mahindra,2018,Diesel,"44,080",Manual,₹13.85 Lakh,Bangalore
Maruti Alto K10 VXI (O) AMT,Alto K10 VXI (O) AMT,Maruti,2017,Petrol,"17,897",Automatic,₹4.18 Lakh,Bangalore
Ford Ecosport TREND 1.5L PETROL,Ecosport TREND 1.5L PETROL,Ford,2016,Petrol,"93,059",Manual,₹5.95 Lakh,Bangalore
Maruti Baleno RS 1.0 PETROL,Baleno RS 1.0 PETROL,Maruti,2018,Petrol,"61,005",Manual,₹6.54 Lakh,Bangalore
Ford FREESTYLE TITANIUM 1.2 PETROL,FREESTYLE TITANIUM 1.2 PETROL,Ford,2020,Petrol,"29,049",Manual,₹5.89 Lakh,Bangalore
Hyundai Elite i20 SPORTZ PLUS  1.2 CVT,Elite i20 SPORTZ PLUS  1.2 CVT,Hyundai,2019,Petrol,"38,639",Automatic,₹7.43 Lakh,Bangalore
Hyundai Creta S 1.5 PETROL,Creta S 1.5 PETROL,Hyundai,2020,Petrol,"30,447",Manual,₹11.83 Lakh,Bangalore
Maruti Baleno SIGMA PETROL 1.2,Baleno SIGMA PETROL 1.2,Maruti,2022,Petrol,"7,259",Manual,₹6.97 Lakh,Bangalore
Tata NEXON XM PETROL,NEXON XM PETROL,Tata,2018,Petrol,"38,482",Manual,₹6.35 Lakh,Bangalore
Maruti Ertiga ZDI,Ertiga ZDI,Maruti,2015,Diesel,"57,858",Manual,₹7.75 Lakh,Bangalore
Tata TIGOR XZ PETROL,TIGOR XZ PETROL,Tata,2017,Petrol,"64,330",Manual,₹4.84 Lakh,Bangalore
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2016,Petrol,"58,750",Manual,₹6.25 Lakh,Bangalore
Maruti Alto 800 LXI,Alto 800 LXI,Maruti,2015,Petrol,"48,319",Manual,₹3.13 Lakh,Bangalore
Hyundai Creta SX (O) 1.6 PETROL,Creta SX (O) 1.6 PETROL,Hyundai,2019,Petrol,"60,704",Manual,₹10.81 Lakh,Bangalore
Tata NEXON XZ PLUS DIESEL,NEXON XZ PLUS DIESEL,Tata,2018,Diesel,"69,566",Manual,₹7.50 Lakh,Bangalore
Honda Amaze 1.5L I-DTEC EX,Amaze 1.5L I-DTEC EX,Honda,2013,Diesel,"73,662",Manual,₹3.51 Lakh,Bangalore
Volkswagen Vento HIGHLINE PLUS 1.2 AT 16 ALLOY,Vento HIGHLINE PLUS 1.2 AT 16 ALLOY,Volkswagen,2019,Petrol,"41,272",Automatic,₹9.86 Lakh,Bangalore
Maruti Ertiga VXI,Ertiga VXI,Maruti,2016,Petrol,"86,518",Manual,₹7.16 Lakh,Bangalore
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2015,Petrol,"40,477",Manual,₹5.97 Lakh,Bangalore
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2016,Petrol,"50,641",Manual,₹5.90 Lakh,Bangalore
Maruti Ciaz ZXI+ AT,Ciaz ZXI+ AT,Maruti,2016,Petrol,"45,263",Automatic,₹6.68 Lakh,Bangalore
Maruti Dzire ZDI PLUS AMT,Dzire ZDI PLUS AMT,Maruti,2017,Diesel,"89,319",Automatic,₹7.06 Lakh,Bangalore
Nissan Terrano XL (D),Terrano XL (D),Nissan,2015,Diesel,"65,385",Manual,₹5.92 Lakh,Bangalore
Maruti Vitara Brezza ZXI PLUS AT SHVS,Vitara Brezza ZXI PLUS AT SHVS,Maruti,2021,Petrol,"22,250",Automatic,₹10.54 Lakh,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2018,Petrol,"37,330",Manual,₹5.77 Lakh,Bangalore
KIA SELTOS HTX IVT 1.5 PETROL,SELTOS HTX IVT 1.5 PETROL,KIA,2019,Petrol,"43,392",Automatic,₹12.61 Lakh,Bangalore
Toyota Glanza V,Glanza V,Toyota,2019,Petrol,"34,240",Manual,₹7.14 Lakh,Bangalore
Maruti Celerio ZXI (O),Celerio ZXI (O),Maruti,2014,Petrol,"29,601",Manual,₹3.95 Lakh,Bangalore
Hyundai Elite i20 SPORTZ PLUS 1.2,Elite i20 SPORTZ PLUS 1.2,Hyundai,2019,Petrol,"21,733",Manual,₹7.27 Lakh,Bangalore
Hyundai Creta SX 1.6 PETROL DUAL TONE,Creta SX 1.6 PETROL DUAL TONE,Hyundai,2019,Petrol,"36,336",Manual,₹10.56 Lakh,Bangalore
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2017,Petrol,"78,959",Manual,₹5.67 Lakh,Bangalore
Maruti Grand Vitara SIGMA SMART HYBRID,Grand Vitara SIGMA SMART HYBRID,Maruti,2023,Petrol,"20,888",Manual,₹11.19 Lakh,Bangalore
Mahindra XUV500 W8,XUV500 W8,Mahindra,2015,Diesel,"91,778",Manual,₹8.43 Lakh,Bangalore
Tata Tiago XZA PETROL,Tiago XZA PETROL,Tata,2018,Petrol,"21,979",Automatic,₹5.28 Lakh,Bangalore
Renault Duster RXS CVT,Duster RXS CVT,Renault,2017,Petrol,"28,124",Automatic,₹7.55 Lakh,Bangalore
Renault Duster RXS CVT,Duster RXS CVT,Renault,2017,Petrol,"21,357",Automatic,₹7.30 Lakh,Bangalore
Tata NEXON XZA PLUS SUNROOF PETROL,NEXON XZA PLUS SUNROOF PETROL,Tata,2021,Petrol,"35,445",Automatic,₹10.30 Lakh,Bangalore
Tata Tiago XZ PETROL,Tiago XZ PETROL,Tata,2016,Petrol,"70,138",Manual,₹3.92 Lakh,Bangalore
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2015,Petrol,"71,841",Manual,₹5.59 Lakh,Bangalore
Renault TRIBER RXE MT,TRIBER RXE MT,Renault,2021,Petrol,"4,252",Manual,₹5.82 Lakh,Bangalore
Maruti Ertiga ZXI+ AT SHVS,Ertiga ZXI+ AT SHVS,Maruti,2023,Petrol,"11,016",Automatic,₹13.64 Lakh,Bangalore
Maruti Ciaz ALPHA 1.5 SHVS PETROL,Ciaz ALPHA 1.5 SHVS PETROL,Maruti,2018,Petrol,"91,521",Manual,₹6.55 Lakh,Bangalore
Maruti Alto VXI PLUS,Alto VXI PLUS,Maruti,2021,Petrol,"28,158",Manual,₹4.08 Lakh,Bangalore
Maruti Dzire ZXI,Dzire ZXI,Maruti,2018,Petrol,"68,309",Manual,₹6.09 Lakh,Bangalore
Maruti Celerio VXI,Celerio VXI,Maruti,2015,Petrol,"39,773",Manual,₹4.20 Lakh,Bangalore
